N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
4447,,,,1.0,1.7654267970401691,540,-60,,,,,22,,,True,,,,,1.0,0.0,540,,,549.376542679704
4448,,,,6.0,1.5,2500,0,,,,,25,,,False,,,,,6.0,1.5,2500,,,948.8
4449,,,,8.0,3.0,2500,500,,,,,30,,,False,,,,,8.0,3.0,2500,,,1000.1
4450,,,,4.0,4.0,2375,250,,,,,30,,,False,,,,,4.0,4.0,2375,,,949.6
4451,,,,1.5,1.5,260,100,,,,,24,,,False,,,,,1.5,1.5,260,,,510.1
4452,,,,3.1646325459317586,1.0,3340,0,,,,,44,,,False,,,,,10.0,1.0,3340,,,1119.116463254593
4453,,,,1.5,1.5,2300,300,,,,,22,,,True,,,,,1.5,1.5,2300,,,938.2
4454,,,,3.1646325459317586,0.5,100,0,,,,,28,,,False,,,,,0.0,0.5,100,,,468.61646325459316
4455,,,,2.0,0.5,1250,600,,,,,21,,,True,,,,,2.0,0.5,1250,,,758.2
4456,,,,1.5,3.0,650,150,,,,,28,,,False,,,,,1.5,3.0,650,,,594.3
4457,,,,1.5,1.7654267970401691,250,0,,,,,19,,,True,,,,,1.5,0.0,250,,,498.176542679704
4458,,,,3.0,3.0,2700,150,,,,,32,,,False,,,,,3.0,3.0,2700,,,1005.2
4459,,,,2.0,1.5,1200,0,,,,,34,,,False,,,,,2.0,1.5,1200,,,690.0
4460,,,,5.0,1.0,3000,350,,,,,31,,,False,,,,,5.0,1.0,3000,,,1085.3
4461,,,,2.0,1.0,1000,0,,,,,24,,,False,,,,,2.0,1.0,1000,,,649.1
4462,,,,1.5,1.0,300,0,,,,,33,,,False,,,,,1.5,1.0,300,,,510.0
4463,,,,1.5,0.5,500,300,,,,,22,,,False,,,,,1.5,0.5,500,,,578.9
4464,,,,4.0,3.0,1550,50,,,,,27,,,False,,,,,4.0,3.0,1550,,,765.5
4465,,,,2.0,1.5,600,200,,,,,25,,,False,,,,,2.0,1.5,600,,,589.7
4466,,,,1.0,1.0,600,250,,,,,27,,,False,,,,,1.0,1.0,600,,,594.7
4467,,,,1.5,1.0,600,350,,,,,22,,,False,,,,,1.5,1.0,600,,,604.4
4468,,,,4.0,2.0,2200,500,,,,,27,,,False,,,,,4.0,2.0,2200,,,940.7
4469,,,,6.0,6.0,2100,400,,,,,26,,,False,,,,,6.0,6.0,2100,,,911.9
4470,,,,6.0,0.5,3200,400,,,,,29,,,False,,,,,6.0,0.5,3200,,,1131.2
4471,,,,2.0,0.25,2500,200,,,,,33,,,False,,,,,2.0,0.25,2500,,,970.85
4472,,,,4.0,0.5,1700,900,,,,,27,,,False,,,,,4.0,0.5,1700,,,880.8
4473,,,,3.1646325459317586,1.7654267970401691,340,0,,,,,20,,,True,,,,,0.0,0.0,340,,,517.8930059342972
4474,,,,1.5,1.5,860,160,,,,,25,,,False,,,,,1.5,1.5,860,,,638.5
4475,,,,4.0,1.7654267970401691,380,180,,,,,25,,,False,,,,,4.0,0.0,380,,,544.976542679704
4476,,,,1.0,1.0,500,250,,,,,20,,,True,,,,,1.0,1.0,500,,,575.1
4477,,,,1.0,1.0,400,200,,,,,30,,,False,,,,,1.0,1.0,400,,,551.1
4478,,,,1.5,1.5,500,300,,,,,21,,,False,,,,,1.5,1.5,500,,,580.5
4479,,,,0.5,0.5,150,0,,,,,20,,,True,,,,,0.5,0.5,150,,,480.2
4480,,,,4.0,2.0,2100,400,,,,,33,,,False,,,,,4.0,2.0,2100,,,912.5
4481,,,,3.0,1.0,1300,700,,,,,35,,,False,,,,,3.0,1.0,1300,,,782.4
4482,,,,3.0,1.5,500,200,,,,,26,,,False,,,,,3.0,1.5,500,,,571.7
4483,,,,1.0,1.5,500,100,,,,,23,,,False,,,,,1.0,1.5,500,,,561.1
4484,,,,0.25,0.25,515,0,,,,,26,,,False,,,,,0.25,0.25,515,,,554.1
4485,,,,5.0,1.0,2945,100,,,,,27,,,False,,,,,5.0,1.0,2945,,,1051.4
4486,,,,2.0,0.5,1700,1100,,,,,23,,,True,,,,,2.0,0.5,1700,,,901.5
4487,,,,1.0,0.5,750,350,,,,,24,,,False,,,,,1.0,0.5,750,,,636.4
4488,,,,1.0,1.7654267970401691,600,300,,,,,20,,,True,,,,,1.0,0.0,600,,,601.276542679704
4489,,,,5.0,4.0,2400,600,,,,,24,,,False,,,,,5.0,4.0,2400,,,993.1
4490,,,,1.0,1.0,600,100,,,,,35,,,False,,,,,1.0,1.0,600,,,582.9
4491,,,,3.0,1.0,1700,0,,,,,24,,,False,,,,,3.0,1.0,1700,,,792.3
4492,,,,6.0,6.0,2400,0,,,,,28,,,False,,,,,6.0,6.0,2400,,,934.4
4493,,,,1.0,1.0,750,750,,,,,23,,,True,,,,,1.0,1.0,750,,,677.1
4494,,,,0.25,0.25,380,150,,,,,27,,,False,,,,,0.25,0.25,380,,,543.2
4495,,,,0.5,0.5,250,150,,,,,19,,,False,,,,,0.5,0.5,250,,,516.6
4496,,,,3.1646325459317586,4.0,2600,200,,,,,29,,,False,,,,,10.0,4.0,2600,,,994.6164632545931
4497,,,,1.5,1.5,1000,300,,,,,30,,,False,,,,,1.5,1.5,1000,,,683.3
4498,,,,5.0,3.0,300,50,,,,,34,,,False,,,,,5.0,3.0,300,,,519.8
4499,,,,0.25,0.25,450,470,,,,,20,,,True,,,,,0.25,0.25,450,,,589.1
4500,,,,3.0,1.5,2000,200,,,,,29,,,False,,,,,3.0,1.5,2000,,,873.8
4501,,,,3.0,1.5,2300,500,,,,,33,,,False,,,,,3.0,1.5,2300,,,964.3
4502,,,,4.0,2.0,2700,100,,,,,34,,,False,,,,,4.0,2.0,2700,,,1004.8
4503,,,,4.0,1.0,4000,1000,,,,,24,,,False,,,,,4.0,1.0,4000,,,1353.7
4504,,,,4.0,1.5,2100,500,,,,,30,,,False,,,,,4.0,1.5,2100,,,924.5
4505,,,,3.1646325459317586,1.7654267970401691,250,0,,,,,19,,,True,,,,,0.0,0.0,250,,,502.9930059342972
4506,,,,4.0,1.0,3000,1600,,,,,27,,,False,,,,,4.0,1.0,3000,,,1214.3
4507,,,,3.0,2.0,1500,200,,,,,32,,,False,,,,,3.0,2.0,1500,,,774.9
4508,,,,4.0,1.7654267970401691,1900,1000,,,,,31,,,False,,,,,4.0,0.0,1900,,,934.8765426797039
4509,,,,0.5,0.5,350,100,,,,,20,,,True,,,,,0.5,0.5,350,,,533.2
4510,,,,3.1646325459317586,1.7654267970401691,460,0,,,,,21,,,True,,,,,0.0,0.0,460,,,545.6930059342972
4511,,,,4.0,0.5,1200,100,,,,,26,,,False,,,,,4.0,0.5,1200,,,704.6
4512,,,,5.0,0.25,3000,0,,,,,30,,,False,,,,,5.0,0.25,3000,,,1055.25
4513,,,,2.0,1.7654267970401691,1600,750,,,,,30,,,False,,,,,2.0,0.0,1600,,,849.8765426797039
4514,,,,3.1646325459317586,2.0,2375,380,,,,,32,,,False,,,,,10.0,2.0,2375,,,969.3164632545931
4515,,,,3.0,3.0,700,0,,,,,27,,,False,,,,,3.0,3.0,700,,,595.4
4516,,,,1.0,0.5,800,400,,,,,21,,,False,,,,,1.0,0.5,800,,,654.0
4517,,,,1.0,1.0,1300,300,,,,,38,,,False,,,,,1.0,1.0,1300,,,745.9
4518,,,,1.0,0.25,750,0,,,,,30,,,False,,,,,1.0,0.25,750,,,605.05
4519,,,,2.0,2.0,2170,970,,,,,22,,,False,,,,,2.0,2.0,2170,,,985.9
4520,,,,3.1646325459317586,6.0,500,150,,,,,30,,,False,,,,,10.0,6.0,500,,,572.5164632545932
4521,,,,3.1646325459317586,3.0,5500,0,,,,,30,,,False,,,,,10.0,3.0,5500,,,1557.0164632545932
4522,,,,2.0,1.7654267970401691,1300,400,,,,,23,,,False,,,,,2.0,0.0,1300,,,755.0765426797041
4523,,,,1.5,1.0,600,250,,,,,23,,,False,,,,,1.5,1.0,600,,,600.1
4524,,,,1.5,1.5,475,150,,,,,24,,,False,,,,,1.5,1.5,475,,,565.4
4525,,,,5.0,1.0,1500,1200,,,,,27,,,False,,,,,5.0,1.0,1500,,,876.4
4526,,,,3.1646325459317586,1.0,1750,80,,,,,30,,,False,,,,,10.0,1.0,1750,,,815.1164632545931
4527,,,,4.0,1.5,845,200,,,,,28,,,True,,,,,4.0,1.5,845,,,645.7
4528,,,,5.0,4.0,2500,0,,,,,26,,,False,,,,,5.0,4.0,2500,,,957.2
4529,,,,3.0,1.7654267970401691,2000,800,,,,,26,,,False,,,,,3.0,0.0,2000,,,936.2765426797039
4530,,,,9.0,1.5,2800,150,,,,,32,,,False,,,,,9.0,1.5,2800,,,1033.3
4531,,,,0.5,0.5,250,0,,,,,25,,,False,,,,,0.5,0.5,250,,,505.8
4532,,,,6.0,3.0,1670,70,,,,,43,,,False,,,,,6.0,3.0,1670,,,800.3
4533,,,,3.0,1.5,1200,500,,,,,23,,,False,,,,,3.0,1.5,1200,,,746.5
4534,,,,6.0,0.5,3200,0,,,,,30,,,False,,,,,6.0,0.5,3200,,,1097.7
4535,,,,2.0,2.0,950,300,,,,,25,,,False,,,,,2.0,2.0,950,,,676.8
4536,,,,3.0,2.0,650,150,,,,,26,,,False,,,,,3.0,2.0,650,,,602.2
4537,,,,1.0,1.0,620,120,,,,,24,,,False,,,,,1.0,1.0,620,,,592.5
4538,,,,2.0,2.0,2000,500,,,,,21,,,True,,,,,2.0,2.0,2000,,,906.8
4539,,,,3.1646325459317586,9.0,3000,0,,,,,37,,,False,,,,,10.0,9.0,3000,,,1060.7164632545932
4540,,,,2.0,2.0,1800,600,,,,,23,,,True,,,,,2.0,2.0,1800,,,877.2
4541,,,,3.1646325459317586,1.0,3500,200,,,,,40,,,False,,,,,10.0,1.0,3500,,,1179.616463254593
4542,,,,3.0,2.0,2000,300,,,,,33,,,False,,,,,3.0,2.0,2000,,,888.5
4543,,,,9.0,1.7654267970401691,2000,200,,,,,30,,,False,,,,,9.0,0.0,2000,,,879.2765426797039
4544,,,,7.0,2.0,4500,500,,,,,35,,,False,,,,,7.0,2.0,4500,,,1409.7
4545,,,,2.0,1.0,1600,900,,,,,24,,,False,,,,,2.0,1.0,1600,,,867.5
4546,,,,5.0,5.0,800,100,,,,,25,,,False,,,,,5.0,5.0,800,,,629.1
4547,,,,8.0,2.0,3500,0,,,,,33,,,False,,,,,8.0,2.0,3500,,,1160.0
4548,,,,4.0,0.5,3000,500,,,,,28,,,False,,,,,4.0,0.5,3000,,,1108.5
4549,,,,0.5,0.25,300,0,,,,,20,,,True,,,,,0.5,0.25,300,,,517.15
4550,,,,1.5,0.5,1300,650,,,,,23,,,False,,,,,1.5,0.5,1300,,,782.7
4551,,,,3.0,0.5,1400,500,,,,,18,,,True,,,,,3.0,0.5,1400,,,787.7
4552,,,,2.0,0.5,660,200,,,,,28,,,False,,,,,2.0,0.5,660,,,610.5
4553,,,,0.5,0.5,500,0,,,,,20,,,True,,,,,0.5,0.5,500,,,557.6
4554,,,,1.0,1.0,650,200,,,,,28,,,False,,,,,1.0,1.0,650,,,608.6
4555,,,,2.0,2.0,1020,400,,,,,33,,,False,,,,,2.0,2.0,1020,,,703.6
4556,,,,3.0,1.0,1250,0,,,,,25,,,False,,,,,3.0,1.0,1250,,,708.9
4557,,,,2.0,1.0,140,0,,,,,21,,,False,,,,,2.0,1.0,140,,,486.4
4558,,,,3.1646325459317586,3.0,5000,0,,,,,37,,,False,,,,,10.0,3.0,5000,,,1461.416463254593
4559,,,,3.1646325459317586,3.0,5500,100,,,,,33,,,False,,,,,10.0,3.0,5500,,,1571.116463254593
4560,,,,3.0,1.0,1300,400,,,,,24,,,False,,,,,3.0,1.0,1300,,,759.2
4561,,,,5.0,2.0,3700,400,,,,,29,,,False,,,,,5.0,2.0,3700,,,1240.4
4562,,,,4.0,0.5,2000,600,,,,,25,,,False,,,,,4.0,0.5,2000,,,919.6
4563,,,,1.5,1.7654267970401691,300,150,,,,,23,,,False,,,,,1.5,0.0,300,,,534.0765426797041
4564,,,,3.0,1.0,600,100,,,,,30,,,False,,,,,3.0,1.0,600,,,590.2
4565,,,,1.5,1.5,650,435,,,,,22,,,False,,,,,1.5,1.5,650,,,632.8
4566,,,,3.1646325459317586,0.25,192,0,,,,,22,,,True,,,,,0.0,0.25,192,,,497.66646325459317
4567,,,,4.0,1.0,2400,600,,,,,25,,,False,,,,,4.0,1.0,2400,,,1000.2
4568,,,,4.0,0.5,2300,800,,,,,25,,,False,,,,,4.0,0.5,2300,,,1000.2
4569,,,,1.0,1.0,450,100,,,,,31,,,False,,,,,1.0,1.0,450,,,560.4
4570,,,,2.0,1.7654267970401691,2000,1000,,,,,30,,,False,,,,,2.0,0.0,2000,,,960.576542679704
4571,,,,6.0,1.0,4200,0,,,,,26,,,False,,,,,6.0,1.0,4200,,,1301.1
4572,,,,6.0,1.5,2800,300,,,,,27,,,False,,,,,6.0,1.5,2800,,,1051.4
4573,,,,2.0,1.0,700,200,,,,,26,,,False,,,,,2.0,1.0,700,,,620.5
4574,,,,1.5,0.5,700,300,,,,,23,,,False,,,,,1.5,0.5,700,,,630.1
4575,,,,3.1646325459317586,1.7654267970401691,1000,1000,,,,,23,,,False,,,,,0.0,0.0,1000,,,760.2930059342972
4576,,,,3.0,9.0,1500,0,,,,,34,,,False,,,,,3.0,9.0,1500,,,763.4
4577,,,,5.0,5.0,2700,300,,,,,26,,,False,,,,,5.0,5.0,2700,,,1032.3
4578,,,,8.0,3.0,1950,70,,,,,31,,,False,,,,,8.0,3.0,1950,,,860.1
4579,,,,1.5,1.5,200,0,,,,,24,,,False,,,,,1.5,1.5,200,,,500.9
4580,,,,4.0,4.0,1500,1300,,,,,25,,,False,,,,,4.0,4.0,1500,,,892.1
4581,,,,8.0,1.0,2700,200,,,,,29,,,False,,,,,8.0,1.0,2700,,,1022.8
4582,,,,3.0,3.0,800,100,,,,,24,,,False,,,,,3.0,3.0,800,,,631.8
4583,,,,0.25,0.25,300,0,,,,,23,,,True,,,,,0.25,0.25,300,,,520.8
4584,,,,3.0,1.0,1900,1100,,,,,25,,,False,,,,,3.0,1.0,1900,,,951.7
4585,,,,3.0,1.0,1350,0,,,,,23,,,False,,,,,3.0,1.0,1350,,,731.6
4586,,,,1.5,0.25,1700,800,,,,,24,,,False,,,,,1.5,0.25,1700,,,881.35
4587,,,,0.5,0.5,346,191,,,,,27,,,False,,,,,0.5,0.5,346,,,549.9
4588,,,,3.1646325459317586,3.0,3500,250,,,,,27,,,False,,,,,10.0,3.0,3500,,,1188.416463254593
4589,,,,2.0,0.5,450,50,,,,,23,,,False,,,,,2.0,0.5,450,,,556.7
4590,,,,2.0,0.25,3600,600,,,,,30,,,False,,,,,2.0,0.25,3600,,,1242.45
4591,,,,4.0,1.0,2000,0,,,,,26,,,False,,,,,4.0,1.0,2000,,,862.7
4592,,,,1.5,1.0,400,0,,,,,25,,,False,,,,,1.5,1.0,400,,,542.2
4593,,,,2.0,1.0,900,0,,,,,27,,,False,,,,,2.0,1.0,900,,,642.6
4594,,,,0.25,1.7654267970401691,300,0,,,,,25,,,False,,,,,0.25,0.0,300,,,522.126542679704
4595,,,,2.0,2.0,800,300,,,,,32,,,False,,,,,2.0,2.0,800,,,653.5
4596,,,,5.0,0.25,2500,1100,,,,,29,,,False,,,,,5.0,0.25,2500,,,1073.55
4597,,,,1.5,0.25,800,300,,,,,25,,,False,,,,,1.5,0.25,800,,,652.55
4598,,,,2.0,2.0,700,500,,,,,25,,,False,,,,,2.0,2.0,700,,,653.1
4599,,,,3.0,1.5,1187,187,,,,,25,,,False,,,,,3.0,1.5,1187,,,719.4
4600,,,,3.0,1.0,1400,560,,,,,22,,,False,,,,,3.0,1.0,1400,,,799.0
4601,,,,8.0,9.0,2500,0,,,,,35,,,False,,,,,8.0,9.0,2500,,,967.0
4602,,,,2.0,2.0,700,0,,,,,26,,,False,,,,,2.0,2.0,700,,,603.6
4603,,,,2.0,2.0,850,300,,,,,24,,,False,,,,,2.0,2.0,850,,,663.5
4604,,,,3.0,0.5,1000,300,,,,,24,,,False,,,,,3.0,0.5,1000,,,693.5
4605,,,,9.0,8.0,800,0,,,,,32,,,False,,,,,9.0,8.0,800,,,627.1
4606,,,,3.1646325459317586,2.0,2600,400,,,,,34,,,False,,,,,10.0,2.0,2600,,,1025.7164632545932
4607,,,,4.0,4.0,1200,150,,,,,27,,,False,,,,,4.0,4.0,1200,,,720.0
4608,,,,3.0,0.25,1500,900,,,,,21,,,False,,,,,3.0,0.25,1500,,,853.55
4609,,,,6.0,2.0,2250,350,,,,,28,,,False,,,,,6.0,2.0,2250,,,950.3
4610,,,,2.0,0.5,500,0,,,,,25,,,False,,,,,2.0,0.5,500,,,564.0
4611,,,,6.0,1.0,3200,500,,,,,25,,,False,,,,,6.0,1.0,3200,,,1155.0
4612,,,,0.5,0.5,600,250,,,,,31,,,False,,,,,0.5,0.5,600,,,609.5
4613,,,,5.0,1.7654267970401691,2300,300,,,,,30,,,False,,,,,5.0,0.0,2300,,,955.4765426797039
4614,,,,6.0,1.0,2500,500,,,,,31,,,False,,,,,6.0,1.0,2500,,,1015.9
4615,,,,2.0,1.7654267970401691,1000,300,,,,,24,,,False,,,,,2.0,0.0,1000,,,694.476542679704
4616,,,,3.0,3.0,750,0,,,,,35,,,False,,,,,3.0,3.0,750,,,616.3
4617,,,,5.0,5.0,3000,500,,,,,34,,,False,,,,,5.0,5.0,3000,,,1117.1
4618,,,,1.5,1.7654267970401691,920,0,,,,,24,,,False,,,,,1.5,0.0,920,,,648.676542679704
4619,,,,1.5,1.5,1000,700,,,,,24,,,False,,,,,1.5,1.5,1000,,,734.9
4620,,,,2.0,2.0,600,200,,,,,27,,,False,,,,,2.0,2.0,600,,,605.5
4621,,,,1.5,1.5,1100,500,,,,,20,,,False,,,,,1.5,1.5,1100,,,734.7
4622,,,,1.5,1.5,802,514,,,,,21,,,True,,,,,1.5,1.5,802,,,676.8
4623,,,,8.0,1.0,800,500,,,,,29,,,False,,,,,8.0,1.0,800,,,677.0
4624,,,,4.0,0.5,1700,1200,,,,,24,,,False,,,,,4.0,0.5,1700,,,925.7
4625,,,,1.0,0.5,500,200,,,,,24,,,True,,,,,1.0,0.5,500,,,585.3
4626,,,,5.0,2.0,1200,110,,,,,27,,,False,,,,,5.0,2.0,1200,,,717.7
4627,,,,1.0,1.0,450,200,,,,,33,,,False,,,,,1.0,1.0,450,,,576.4
4628,,,,5.0,5.0,600,0,,,,,29,,,False,,,,,5.0,5.0,600,,,587.7
4629,,,,9.0,1.7654267970401691,1000,0,,,,,40,,,False,,,,,9.0,0.0,1000,,,668.876542679704
4630,,,,3.1646325459317586,1.7654267970401691,250,350,,,,,25,,,False,,,,,0.0,0.0,250,,,550.9930059342971
4631,,,,3.0,1.0,1900,500,,,,,27,,,False,,,,,3.0,1.0,1900,,,896.6
4632,,,,3.0,1.0,1250,450,,,,,23,,,False,,,,,3.0,1.0,1250,,,761.3
4633,,,,1.0,1.0,770,470,,,,,22,,,True,,,,,1.0,1.0,770,,,667.0
4634,,,,3.1646325459317586,7.0,3180,150,,,,,32,,,False,,,,,10.0,7.0,3180,,,1120.3164632545931
4635,,,,2.0,1.0,1000,0,,,,,22,,,False,,,,,2.0,1.0,1000,,,666.3
4636,,,,3.0,2.0,1020,200,,,,,26,,,False,,,,,3.0,2.0,1020,,,691.2
4637,,,,3.1646325459317586,6.0,1500,0,,,,,32,,,False,,,,,10.0,6.0,1500,,,769.4164632545932
4638,,,,2.0,2.0,2000,1200,,,,,28,,,False,,,,,2.0,2.0,2000,,,987.4
4639,,,,3.0,2.0,1420,500,,,,,27,,,False,,,,,3.0,2.0,1420,,,801.6
4640,,,,7.0,0.5,1300,170,,,,,27,,,False,,,,,7.0,0.5,1300,,,745.2
4641,,,,4.0,1.7654267970401691,2400,600,,,,,29,,,False,,,,,4.0,0.0,2400,,,1007.9765426797039
4642,,,,1.0,6.0,500,0,,,,,30,,,False,,,,,1.0,6.0,500,,,568.6
4643,,,,5.0,0.25,1200,300,,,,,28,,,False,,,,,5.0,0.25,1200,,,738.15
4644,,,,1.5,1.7654267970401691,350,150,,,,,23,,,False,,,,,1.5,0.0,350,,,552.176542679704
4645,,,,3.1646325459317586,4.0,700,0,,,,,33,,,False,,,,,10.0,4.0,700,,,609.9164632545932
4646,,,,3.0,1.5,2000,200,,,,,28,,,False,,,,,3.0,1.5,2000,,,888.3
4647,,,,4.0,4.0,1226,14,,,,,39,,,False,,,,,4.0,4.0,1226,,,716.8
4648,,,,0.5,0.5,880,0,,,,,27,,,False,,,,,0.5,0.5,880,,,643.7
4649,,,,0.5,0.5,300,0,,,,,25,,,False,,,,,0.5,0.5,300,,,527.6
4650,,,,4.0,1.7654267970401691,3300,300,,,,,26,,,False,,,,,4.0,0.0,3300,,,1158.5765426797038
4651,,,,4.0,2.0,1000,200,,,,,28,,,False,,,,,4.0,2.0,1000,,,689.1
4652,,,,3.1646325459317586,2.0,3250,0,,,,,34,,,False,,,,,10.0,2.0,3250,,,1120.3164632545931
4653,,,,0.5,0.5,500,0,,,,,22,,,True,,,,,0.5,0.5,500,,,567.8
4654,,,,1.5,1.5,1100,500,,,,,28,,,False,,,,,1.5,1.5,1100,,,738.8
4655,,,,2.0,1.7654267970401691,2000,1000,,,,,30,,,False,,,,,2.0,0.0,2000,,,969.076542679704
4656,,,,4.0,0.5,2000,1500,,,,,23,,,True,,,,,4.0,0.5,2000,,,1018.9
4657,,,,4.0,4.0,1000,0,,,,,31,,,False,,,,,4.0,4.0,1000,,,670.4
4658,,,,5.0,2.0,3500,800,,,,,33,,,False,,,,,5.0,2.0,3500,,,1250.5
4659,,,,3.1646325459317586,1.7654267970401691,1750,150,,,,,39,,,False,,,,,10.0,10.0,1750,,,837.2930059342973
4660,,,,2.0,1.5,1150,150,,,,,31,,,False,,,,,2.0,1.5,1150,,,714.8
4661,,,,3.1646325459317586,1.7654267970401691,3550,250,,,,,32,,,False,,,,,10.0,10.0,3550,,,1206.7930059342973
4662,,,,3.0,1.0,1300,300,,,,,29,,,False,,,,,3.0,1.0,1300,,,759.9
4663,,,,3.1646325459317586,4.0,2612,142,,,,,32,,,False,,,,,10.0,4.0,2612,,,1008.2164632545931
4664,,,,5.0,1.7654267970401691,4500,1000,,,,,26,,,False,,,,,5.0,0.0,4500,,,1470.176542679704
4665,,,,3.0,1.5,1110,400,,,,,26,,,False,,,,,3.0,1.5,1110,,,732.0
4666,,,,1.5,1.0,900,400,,,,,26,,,False,,,,,1.5,1.0,900,,,689.7
4667,,,,6.0,0.5,5000,1000,,,,,35,,,False,,,,,6.0,0.5,5000,,,1571.5
4668,,,,5.0,0.25,4000,2000,,,,,27,,,False,,,,,5.0,0.25,4000,,,1470.55
4669,,,,3.1646325459317586,2.0,5500,500,,,,,32,,,False,,,,,10.0,2.0,5500,,,1621.8164632545931
4670,,,,3.1646325459317586,2.0,650,60,,,,,36,,,False,,,,,10.0,2.0,650,,,608.3164632545931
4671,,,,1.0,0.5,700,350,,,,,25,,,False,,,,,1.0,0.5,700,,,644.9
4672,,,,2.0,1.0,1100,500,,,,,24,,,False,,,,,2.0,1.0,1100,,,740.2
4673,,,,2.0,2.0,400,-100,,,,,24,,,False,,,,,2.0,2.0,400,,,540.5
4674,,,,7.0,6.0,3400,200,,,,,33,,,False,,,,,7.0,6.0,3400,,,1173.3
4675,,,,9.0,2.0,3600,100,,,,,31,,,False,,,,,9.0,2.0,3600,,,1202.8
4676,,,,4.0,4.0,1700,100,,,,,26,,,False,,,,,4.0,4.0,1700,,,821.8
4677,,,,1.0,0.5,600,100,,,,,29,,,False,,,,,1.0,0.5,600,,,600.9
4678,,,,2.0,2.0,1000,400,,,,,26,,,False,,,,,2.0,2.0,1000,,,711.2
4679,,,,3.0,1.0,600,350,,,,,25,,,False,,,,,3.0,1.0,600,,,626.2
4680,,,,2.0,2.0,1600,950,,,,,22,,,False,,,,,2.0,2.0,1600,,,886.0
4681,,,,2.0,0.25,1150,700,,,,,27,,,False,,,,,2.0,0.25,1150,,,771.25
4682,,,,1.0,1.0,750,450,,,,,22,,,True,,,,,1.0,1.0,750,,,665.9
4683,,,,1.0,1.0,700,100,,,,,23,,,False,,,,,1.0,1.0,700,,,621.0
4684,,,,4.0,2.0,1200,200,,,,,24,,,False,,,,,4.0,2.0,1200,,,732.0
4685,,,,6.0,3.0,2000,2000,,,,,28,,,False,,,,,6.0,3.0,2000,,,1073.1
4686,,,,6.0,1.5,2000,500,,,,,28,,,False,,,,,6.0,1.5,2000,,,922.9
4687,,,,1.5,1.5,1800,1350,,,,,22,,,True,,,,,1.5,1.5,1800,,,966.6
4688,,,,1.0,1.0,190,0,,,,,23,,,True,,,,,1.0,1.0,190,,,509.6
4689,,,,3.1646325459317586,1.5,3000,0,,,,,28,,,False,,,,,10.0,1.5,3000,,,1073.3164632545931
4690,,,,3.1646325459317586,0.25,250,50,,,,,46,,,False,,,,,10.0,0.25,250,,,529.9664632545931
4691,,,,3.1646325459317586,1.7654267970401691,800,0,,,,,37,,,False,,,,,10.0,10.0,800,,,635.2930059342972
4692,,,,3.1646325459317586,2.0,4600,0,,,,,44,,,False,,,,,10.0,2.0,4600,,,1395.3164632545931
4693,,,,7.0,2.0,2100,300,,,,,28,,,False,,,,,7.0,2.0,2100,,,923.9
4694,,,,3.0,1.7654267970401691,1700,-300,,,,,28,,,False,,,,,3.0,0.0,1700,,,782.976542679704
4695,,,,4.0,1.0,1300,0,,,,,25,,,False,,,,,4.0,1.0,1300,,,733.0
4696,,,,2.0,2.0,900,180,,,,,25,,,False,,,,,2.0,2.0,900,,,670.9
4697,,,,9.0,5.0,4000,0,,,,,32,,,False,,,,,9.0,5.0,4000,,,1275.7
4698,,,,4.0,0.5,2550,550,,,,,29,,,False,,,,,4.0,0.5,2550,,,1038.6
4699,,,,2.0,0.25,385,100,,,,,24,,,True,,,,,2.0,0.25,385,,,559.85
4700,,,,7.0,2.0,2500,0,,,,,27,,,False,,,,,7.0,2.0,2500,,,974.5
4701,,,,3.1646325459317586,1.7654267970401691,250,0,,,,,26,,,False,,,,,0.0,0.0,250,,,523.1930059342972
4702,,,,0.5,0.5,250,0,,,,,28,,,False,,,,,0.5,0.5,250,,,523.2
4703,,,,5.0,1.7654267970401691,3000,500,,,,,28,,,False,,,,,5.0,0.0,3000,,,1124.2765426797039
4704,,,,2.0,1.5,1600,450,,,,,24,,,False,,,,,2.0,1.5,1600,,,838.5
4705,,,,3.0,0.5,900,0,,,,,24,,,False,,,,,3.0,0.5,900,,,653.6
4706,,,,3.0,2.0,1600,0,,,,,22,,,True,,,,,3.0,2.0,1600,,,793.9
4707,,,,1.0,1.0,1000,400,,,,,31,,,False,,,,,1.0,1.0,1000,,,714.2
4708,,,,2.0,0.5,450,200,,,,,26,,,False,,,,,2.0,0.5,450,,,583.9
4709,,,,6.0,3.0,1200,-300,,,,,36,,,False,,,,,6.0,3.0,1200,,,686.3
4710,,,,3.0,1.0,2500,700,,,,,24,,,False,,,,,3.0,1.0,2500,,,1044.2
4711,,,,5.0,4.0,3000,400,,,,,24,,,False,,,,,5.0,4.0,3000,,,1115.3
4712,,,,7.0,3.0,1600,300,,,,,29,,,False,,,,,7.0,3.0,1600,,,826.1
4713,,,,4.0,4.0,800,0,,,,,25,,,False,,,,,4.0,4.0,800,,,635.4
4714,,,,4.0,4.0,2200,300,,,,,41,,,False,,,,,4.0,4.0,2200,,,947.1
